idx	Organ_system	ICDCode	ICDCodeDescription
456	cancer	C50.921	Malignant neoplasm of unspecified site of right male breast
457	cancer	C50.922	Malignant neoplasm of unspecified site of left male breast
458	cancer	C50.929	Malignant neoplasm of unspecified site of unspecified male breast
459	cancer	C51.0	Malignant neoplasm of labium majus
460	cancer	C51.1	Malignant neoplasm of labium minus
461	cancer	C51.2	Malignant neoplasm of clitoris
462	cancer	C51.8	Malignant neoplasm of overlapping sites of vulva
463	cancer	C51.9	Malignant neoplasm of vulva, unspecified
464	cancer	C52.	Malignant neoplasm of vagina
465	cancer	C53.0	Malignant neoplasm of endocervix
466	cancer	C53.1	Malignant neoplasm of exocervix
467	cancer	C53.8	Malignant neoplasm of overlapping sites of cervix uteri
468	cancer	C53.9	Malignant neoplasm of cervix uteri, unspecified
469	cancer	C54.0	Malignant neoplasm of isthmus uteri
470	cancer	C54.1	Malignant neoplasm of endometrium
471	cancer	C54.2	Malignant neoplasm of myometrium
472	cancer	C54.3	Malignant neoplasm of fundus uteri
473	cancer	C54.8	Malignant neoplasm of overlapping sites of corpus uteri
474	cancer	C54.9	Malignant neoplasm of corpus uteri, unspecified
475	cancer	C55.	Malignant neoplasm of uterus, part unspecified
476	cancer	C56.1	Malignant neoplasm of right ovary
477	cancer	C56.2	Malignant neoplasm of left ovary
478	cancer	C56.9	Malignant neoplasm of unspecified ovary
479	cancer	C57.00	Malignant neoplasm of unspecified fallopian tube
480	cancer	C57.01	Malignant neoplasm of right fallopian tube
481	cancer	C57.02	Malignant neoplasm of left fallopian tube
482	cancer	C57.11	Malignant neoplasm of right broad ligament
483	cancer	C57.12	Malignant neoplasm of left broad ligament
484	cancer	C57.20	Malignant neoplasm of unspecified round ligament
485	cancer	C57.3	Malignant neoplasm of parametrium
486	cancer	C57.4	Malignant neoplasm of uterine adnexa, unspecified
487	cancer	C57.7	Malignant neoplasm of other specified female genital organs
488	cancer	C57.8	Malignant neoplasm of overlapping sites of female genital organs
489	cancer	C57.9	Malignant neoplasm of female genital organ, unspecified
490	cancer	C58.	Malignant neoplasm of placenta
491	cancer	C60.0	Malignant neoplasm of prepuce
492	cancer	C60.1	Malignant neoplasm of glans penis
493	cancer	C60.2	Malignant neoplasm of body of penis
494	cancer	C60.8	Malignant neoplasm of overlapping sites of penis
495	cancer	C60.9	Malignant neoplasm of penis, unspecified
496	cancer	C61.	Malignant neoplasm of prostate
497	cancer	C62.00	Malignant neoplasm of unspecified undescended testis
498	cancer	C62.01	Malignant neoplasm of undescended right testis
499	cancer	C62.02	Malignant neoplasm of undescended left testis
500	cancer	C62.10	Malignant neoplasm of unspecified descended testis
501	cancer	C62.11	Malignant neoplasm of descended right testis
502	cancer	C62.12	Malignant neoplasm of descended left testis
503	cancer	C62.90	Malignant neoplasm of unspecified testis, unspecified whether descended or undescended
504	cancer	C62.91	Malignant neoplasm of right testis, unspecified whether descended or undescended
505	cancer	C62.92	Malignant neoplasm of left testis, unspecified whether descended or undescended
506	cancer	C63.00	Malignant neoplasm of unspecified epididymis
507	cancer	C63.01	Malignant neoplasm of right epididymis
508	cancer	C63.02	Malignant neoplasm of left epididymis
509	cancer	C63.10	Malignant neoplasm of unspecified spermatic cord
510	cancer	C63.11	Malignant neoplasm of right spermatic cord
511	cancer	C63.12	Malignant neoplasm of left spermatic cord
512	cancer	C63.2	Malignant neoplasm of scrotum
513	cancer	C63.7	Malignant neoplasm of other specified male genital organs
514	cancer	C63.8	Malignant neoplasm of overlapping sites of male genital organs
515	cancer	C63.9	Malignant neoplasm of male genital organ, unspecified
516	cancer	C64.1	Malignant neoplasm of right kidney, except renal pelvis
517	cancer	C64.2	Malignant neoplasm of left kidney, except renal pelvis
518	cancer	C64.9	Malignant neoplasm of unspecified kidney, except renal pelvis
519	cancer	C65.1	Malignant neoplasm of right renal pelvis
520	cancer	C65.2	Malignant neoplasm of left renal pelvis
521	cancer	C65.9	Malignant neoplasm of unspecified renal pelvis
522	cancer	C66.1	Malignant neoplasm of right ureter
523	cancer	C66.2	Malignant neoplasm of left ureter
524	cancer	C66.9	Malignant neoplasm of unspecified ureter
525	cancer	C67.0	Malignant neoplasm of trigone of bladder
526	cancer	C67.1	Malignant neoplasm of dome of bladder
527	cancer	C67.2	Malignant neoplasm of lateral wall of bladder
528	cancer	C67.3	Malignant neoplasm of anterior wall of bladder
529	cancer	C67.4	Malignant neoplasm of posterior wall of bladder
530	cancer	C67.5	Malignant neoplasm of bladder neck
531	cancer	C67.6	Malignant neoplasm of ureteric orifice
532	cancer	C67.7	Malignant neoplasm of urachus
533	cancer	C67.8	Malignant neoplasm of overlapping sites of bladder
534	cancer	C67.9	Malignant neoplasm of bladder, unspecified
535	cancer	C68.0	Malignant neoplasm of urethra
536	cancer	C68.1	Malignant neoplasm of paraurethral glands
537	cancer	C68.8	Malignant neoplasm of overlapping sites of urinary organs
538	cancer	C68.9	Malignant neoplasm of urinary organ, unspecified
539	cancer	C69.00	Malignant neoplasm of unspecified conjunctiva
540	cancer	C69.01	Malignant neoplasm of right conjunctiva
541	cancer	C69.02	Malignant neoplasm of left conjunctiva
542	cancer	C69.10	Malignant neoplasm of unspecified cornea
543	cancer	C69.11	Malignant neoplasm of right cornea
544	cancer	C69.12	Malignant neoplasm of left cornea
545	cancer	C69.20	Malignant neoplasm of unspecified retina
546	cancer	C69.21	Malignant neoplasm of right retina
547	cancer	C69.22	Malignant neoplasm of left retina
548	cancer	C69.30	Malignant neoplasm of unspecified choroid
549	cancer	C69.31	Malignant neoplasm of right choroid
550	cancer	C69.32	Malignant neoplasm of left choroid
551	cancer	C69.40	Malignant neoplasm of unspecified ciliary body
552	cancer	C69.41	Malignant neoplasm of right ciliary body
553	cancer	C69.42	Malignant neoplasm of left ciliary body
554	cancer	C69.50	Malignant neoplasm of unspecified lacrimal gland and duct
555	cancer	C69.51	Malignant neoplasm of right lacrimal gland and duct
556	cancer	C69.52	Malignant neoplasm of left lacrimal gland and duct
557	cancer	C69.60	Malignant neoplasm of unspecified orbit
558	cancer	C69.61	Malignant neoplasm of right orbit
559	cancer	C69.62	Malignant neoplasm of left orbit
560	cancer	C69.80	Malignant neoplasm of overlapping sites of unspecified eye and adnexa
561	cancer	C69.81	Malignant neoplasm of overlapping sites of right eye and adnexa
562	cancer	C69.82	Malignant neoplasm of overlapping sites of left eye and adnexa
563	cancer	C69.90	Malignant neoplasm of unspecified site of unspecified eye
564	cancer	C69.91	Malignant neoplasm of unspecified site of right eye
565	cancer	C69.92	Malignant neoplasm of unspecified site of left eye
566	cancer	C70.0	Malignant neoplasm of cerebral meninges
567	cancer	C70.1	Malignant neoplasm of spinal meninges
568	cancer	C70.9	Malignant neoplasm of meninges, unspecified
569	cancer	C71.0	Malignant neoplasm of cerebrum, except lobes and ventricles
570	cancer	C71.1	Malignant neoplasm of frontal lobe
571	cancer	C71.2	Malignant neoplasm of temporal lobe
572	cancer	C71.3	Malignant neoplasm of parietal lobe
573	cancer	C71.4	Malignant neoplasm of occipital lobe
574	cancer	C71.5	Malignant neoplasm of cerebral ventricle
575	cancer	C71.6	Malignant neoplasm of cerebellum
576	cancer	C71.7	Malignant neoplasm of brain stem
577	cancer	C71.8	Malignant neoplasm of overlapping sites of brain
578	cancer	C71.9	Malignant neoplasm of brain, unspecified
579	cancer	C72.0	Malignant neoplasm of spinal cord
580	cancer	C72.1	Malignant neoplasm of cauda equina
581	cancer	C72.20	Malignant neoplasm of unspecified olfactory nerve
582	cancer	C72.21	Malignant neoplasm of right olfactory nerve
583	cancer	C72.30	Malignant neoplasm of unspecified optic nerve
584	cancer	C72.31	Malignant neoplasm of right optic nerve
585	cancer	C72.32	Malignant neoplasm of left optic nerve
586	cancer	C72.40	Malignant neoplasm of unspecified acoustic nerve
587	cancer	C72.41	Malignant neoplasm of right acoustic nerve
588	cancer	C72.42	Malignant neoplasm of left acoustic nerve
589	cancer	C72.50	Malignant neoplasm of unspecified cranial nerve
590	cancer	C72.59	Malignant neoplasm of other cranial nerves
591	cancer	C72.9	Malignant neoplasm of central nervous system, unspecified
592	cancer	C73.	Malignant neoplasm of thyroid gland
593	cancer	C74.00	Malignant neoplasm of cortex of unspecified adrenal gland
594	cancer	C74.01	Malignant neoplasm of cortex of right adrenal gland
595	cancer	C74.02	Malignant neoplasm of cortex of left adrenal gland
596	cancer	C74.10	Malignant neoplasm of medulla of unspecified adrenal gland
597	cancer	C74.11	Malignant neoplasm of medulla of right adrenal gland
598	cancer	C74.12	Malignant neoplasm of medulla of left adrenal gland
599	cancer	C74.90	Malignant neoplasm of unspecified part of unspecified adrenal gland
600	cancer	C74.91	Malignant neoplasm of unspecified part of right adrenal gland
601	cancer	C74.92	Malignant neoplasm of unspecified part of left adrenal gland
602	cancer	C75.0	Malignant neoplasm of parathyroid gland
603	cancer	C75.1	Malignant neoplasm of pituitary gland
604	cancer	C75.2	Malignant neoplasm of craniopharyngeal duct
605	cancer	C75.3	Malignant neoplasm of pineal gland
606	cancer	C75.4	Malignant neoplasm of carotid body
607	cancer	C75.5	Malignant neoplasm of aortic body and other paraganglia
608	cancer	C75.8	Malignant neoplasm with pluriglandular involvement, unspecified
609	cancer	C75.9	Malignant neoplasm of endocrine gland, unspecified
610	cancer	C76.0	Malignant neoplasm of head, face and neck
611	cancer	C76.1	Malignant neoplasm of thorax
612	cancer	C76.2	Malignant neoplasm of abdomen
613	cancer	C76.3	Malignant neoplasm of pelvis
614	cancer	C76.40	Malignant neoplasm of unspecified upper limb
615	cancer	C76.41	Malignant neoplasm of right upper limb
616	cancer	C76.42	Malignant neoplasm of left upper limb
617	cancer	C76.50	Malignant neoplasm of unspecified lower limb
618	cancer	C76.51	Malignant neoplasm of right lower limb
619	cancer	C76.52	Malignant neoplasm of left lower limb
620	cancer	C76.8	Malignant neoplasm of other specified ill-defined sites
621	cancer	C77.0	Secondary and unspecified malignant neoplasm of lymph nodes of head, face and neck
622	cancer	C77.1	Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes
623	cancer	C77.2	Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes
624	cancer	C77.3	Secondary and unspecified malignant neoplasm of axilla and upper limb lymph nodes
625	cancer	C77.4	Secondary and unspecified malignant neoplasm of inguinal and lower limb lymph nodes
626	cancer	C77.5	Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes
627	cancer	C77.8	Secondary and unspecified malignant neoplasm of lymph nodes of multiple regions
628	cancer	C77.9	Secondary and unspecified malignant neoplasm of lymph node, unspecified
629	cancer	C78.00	Secondary malignant neoplasm of unspecified lung
630	cancer	C78.01	Secondary malignant neoplasm of right lung
631	cancer	C78.02	Secondary malignant neoplasm of left lung
632	cancer	C78.1	Secondary malignant neoplasm of mediastinum
633	cancer	C78.2	Secondary malignant neoplasm of pleura
634	cancer	C78.30	Secondary malignant neoplasm of unspecified respiratory organ
635	cancer	C78.39	Secondary malignant neoplasm of other respiratory organs
636	cancer	C78.4	Secondary malignant neoplasm of small intestine
637	cancer	C78.5	Secondary malignant neoplasm of large intestine and rectum
638	cancer	C78.6	Secondary malignant neoplasm of retroperitoneum and peritoneum
639	cancer	C78.7	Secondary malignant neoplasm of liver and intrahepatic bile duct
640	cancer	C78.80	Secondary malignant neoplasm of unspecified digestive organ
641	cancer	C78.89	Secondary malignant neoplasm of other digestive organs
642	cancer	C79.00	Secondary malignant neoplasm of unspecified kidney and renal pelvis
643	cancer	C79.01	Secondary malignant neoplasm of right kidney and renal pelvis
644	cancer	C79.02	Secondary malignant neoplasm of left kidney and renal pelvis
645	cancer	C79.10	Secondary malignant neoplasm of unspecified urinary organs
646	cancer	C79.11	Secondary malignant neoplasm of bladder
647	cancer	C79.19	Secondary malignant neoplasm of other urinary organs
648	cancer	C79.2	Secondary malignant neoplasm of skin
649	cancer	C79.31	Secondary malignant neoplasm of brain
650	cancer	C79.32	Secondary malignant neoplasm of cerebral meninges
651	cancer	C79.40	Secondary malignant neoplasm of unspecified part of nervous system
652	cancer	C79.49	Secondary malignant neoplasm of other parts of nervous system
653	cancer	C79.51	Secondary malignant neoplasm of bone
654	cancer	C79.52	Secondary malignant neoplasm of bone marrow
655	cancer	C79.60	Secondary malignant neoplasm of unspecified ovary
656	cancer	C79.61	Secondary malignant neoplasm of right ovary
657	cancer	C79.62	Secondary malignant neoplasm of left ovary
658	cancer	C79.70	Secondary malignant neoplasm of unspecified adrenal gland
659	cancer	C79.71	Secondary malignant neoplasm of right adrenal gland
660	cancer	C79.72	Secondary malignant neoplasm of left adrenal gland
661	cancer	C79.81	Secondary malignant neoplasm of breast
662	cancer	C79.82	Secondary malignant neoplasm of genital organs
663	cancer	C79.89	Secondary malignant neoplasm of other specified sites
664	cancer	C79.9	Secondary malignant neoplasm of unspecified site
665	cancer	C7A.00	Malignant carcinoid tumor of unspecified site
666	cancer	C7A.010	Malignant carcinoid tumor of the duodenum
667	cancer	C7A.011	Malignant carcinoid tumor of the jejunum
668	cancer	C7A.012	Malignant carcinoid tumor of the ileum
669	cancer	C7A.019	Malignant carcinoid tumor of the small intestine, unspecified portion
670	cancer	C7A.020	Malignant carcinoid tumor of the appendix
671	cancer	C7A.021	Malignant carcinoid tumor of the cecum
672	cancer	C7A.022	Malignant carcinoid tumor of the ascending colon
673	cancer	C7A.023	Malignant carcinoid tumor of the transverse colon
674	cancer	C7A.024	Malignant carcinoid tumor of the descending colon
675	cancer	C7A.025	Malignant carcinoid tumor of the sigmoid colon
676	cancer	C7A.026	Malignant carcinoid tumor of the rectum
677	cancer	C7A.029	Malignant carcinoid tumor of the large intestine, unspecified portion
678	cancer	C7A.090	Malignant carcinoid tumor of the bronchus and lung
679	cancer	C7A.091	Malignant carcinoid tumor of the thymus
680	cancer	C7A.092	Malignant carcinoid tumor of the stomach
681	cancer	C7A.093	Malignant carcinoid tumor of the kidney
682	cancer	C7A.094	Malignant carcinoid tumor of the foregut, unspecified
683	cancer	C7A.095	Malignant carcinoid tumor of the midgut, unspecified
684	cancer	C7A.096	Malignant carcinoid tumor of the hindgut, unspecified
685	cancer	C7A.098	Malignant carcinoid tumors of other sites
686	cancer	C7A.1	Malignant poorly differentiated neuroendocrine tumors
687	cancer	C7A.8	Other malignant neuroendocrine tumors
688	cancer	C7B.00	Secondary carcinoid tumors, unspecified site
689	cancer	C7B.01	Secondary carcinoid tumors of distant lymph nodes
690	cancer	C7B.02	Secondary carcinoid tumors of liver
691	cancer	C7B.03	Secondary carcinoid tumors of bone
692	cancer	C7B.04	Secondary carcinoid tumors of peritoneum
693	cancer	C7B.09	Secondary carcinoid tumors of other sites
